Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
APV46138,2017-01-22T00:00:00Z,Avian coronavirus,6616,China,Gallus gallus,,2011-12,ORF1ab [Infectious bronchitis virus]
APV46156,2017-01-22T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2012-09,ORF1ab [Infectious bronchitis virus]
APV46147,2017-01-22T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2002-01,ORF1ab [Infectious bronchitis virus]
APV46120,2017-01-22T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2010-11,ORF1ab [Infectious bronchitis virus]
APV46183,2017-01-22T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2012-04,ORF1ab [Infectious bronchitis virus]
APU51933,2017-01-16T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,Pp1ab [Human coronavirus OC43]
APU51939,2017-01-16T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,Pp1ab [Human coronavirus OC43]
APU51923,2017-01-16T00:00:00Z,Betacoronavirus 1,7095,USA,Homo sapiens,,2016,Pp1ab [Human coronavirus OC43]
APU51855,2017-01-16T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2014-05,ORF1ab [Infectious bronchitis virus]
APU51837,2017-01-16T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2005,ORF1ab [Infectious bronchitis virus]
APU51846,2017-01-16T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2012-09,ORF1ab [Infectious bronchitis virus]
APU51864,2017-01-16T00:00:00Z,Avian coronavirus,6631,China,Gallus gallus,,2012-07,ORF1ab [Infectious bronchitis virus]
APT69893,2017-01-15T00:00:00Z,Human coronavirus 229E,6756,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
APT69884,2017-01-15T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
APT69857,2017-01-15T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
APT69863,2017-01-15T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
APT69877,2017-01-15T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
APT69870,2017-01-15T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
APT69850,2017-01-15T00:00:00Z,Human coronavirus 229E,6763,USA,Homo sapiens,,2016,replicase polyprotein 1ab [Human coronavirus 229E]
APR64494,2017-01-03T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,abdominal cavity,2016,polyprotein [Porcine epidemic diarrhea virus]
AMS37099,2017-01-01T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,abdominal cavity,2014-01-01,polyprotein [Porcine epidemic diarrhea virus]
AMS37105,2017-01-01T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,abdominal cavity,2014-01-04,polyprotein [Porcine epidemic diarrhea virus]
AOC59721,2016-12-31T00:00:00Z,Avian coronavirus,6653,Taiwan,Gallus gallus,,2008,1ab pol protein [Infectious bronchitis virus]
ANI69876,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2015-02-15,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69887,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2015-04-23,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69898,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2015-05-12,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69833,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2014-12-13,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69844,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2015-01-30,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69920,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2015-05-18,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69855,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2015-02-12,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69909,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2015-05-29,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69822,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2014-06-02,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
ANI69866,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,United Arab Emirates,Camelus dromedarius,,2015-02-14,replicase polyprotein [Middle East respiratory syndrome-related coronavirus]
API61789,2016-12-12T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2015,1ab protein [Infectious bronchitis virus]
APH81305,2016-12-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,feces,2016-05,polyprotein [Porcine epidemic diarrhea virus]
APG38196,2016-12-07T00:00:00Z,Coronavirus HKU15,6265,China: Tianjin,Sus scrofa,feces,2016,ORF1ab protein [Porcine deltacoronavirus]
APD51505,2016-12-06T00:00:00Z,Human coronavirus 229E,6767,Kenya,Hipposideros vittatus,feces,2010-06,ORF1ab protein [229E-related bat coronavirus]
APD51473,2016-12-06T00:00:00Z,NL63-related bat coronavirus strain BtKYNL63-9b,6758,Kenya,Triaenops afer,feces,2010-06-21,ORF1ab protein [NL63-related bat coronavirus]
APD51497,2016-12-06T00:00:00Z,Human coronavirus 229E,6761,Kenya,Hipposideros,feces,2009-06-20,ORF1ab protein [229E-related bat coronavirus]
APD51489,2016-12-06T00:00:00Z,NL63-related bat coronavirus strain BtKYNL63-9b,6784,Kenya,Triaenops afer,feces,2008-08-06,ORF1ab protein [NL63-related bat coronavirus]
APD51481,2016-12-06T00:00:00Z,NL63-related bat coronavirus strain BtKYNL63-9b,6782,Kenya,Triaenops afer,feces,2010-06-21,ORF1ab protein [NL63-related bat coronavirus]
APG31004,2016-12-06T00:00:00Z,Porcine epidemic diarrhea virus,6781,Slovenia,Sus scrofa,,2015-11-03,replicase protein orf1ab [Porcine epidemic diarrhea virus]
APG30997,2016-12-06T00:00:00Z,Porcine epidemic diarrhea virus,6781,Slovenia,Sus scrofa,,2015-11-03,replicase protein orf1ab [Porcine epidemic diarrhea virus]
APF29070,2016-12-03T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,oronasopharynx,2015-09,polyprotein 1AB [Human coronavirus NL63]
APD70933,2016-11-27T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2011-11,ORF1a/b [Porcine epidemic diarrhea virus]
AOS89610,2016-10-05T00:00:00Z,Porcine epidemic diarrhea virus,6795,China,Sus scrofa,"feces, abdominal cavity",2015-07-26,polyprotein 1ab [Porcine epidemic diarrhea virus]
ALX27230,2016-10-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Jordan,Homo sapiens,"lung, oronasopharynx",2014-01-22,ORF1ab [Middle East respiratory syndrome-related coronavirus]
ALX27241,2016-10-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Jordan,Homo sapiens,"lung, oronasopharynx",2014-04-21,ORF1ab [Middle East respiratory syndrome-related coronavirus]
ALL26405,2016-09-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Camelus dromedarius,oronasopharynx,2014-09,ORF1ab [Middle East respiratory syndrome-related coronavirus]
ALL26407,2016-09-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Camelus dromedarius,oronasopharynx,2014-09,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AOM53013,2016-09-12T00:00:00Z,Porcine epidemic diarrhea virus,6749,China,Sus scrofa,,2015-01-25,polyprotein [Porcine epidemic diarrhea virus]
AOM53014,2016-09-12T00:00:00Z,Porcine epidemic diarrhea virus,6772,China,Sus scrofa,,2015-01-05,polyprotein [Porcine epidemic diarrhea virus]
AOL02450,2016-09-11T00:00:00Z,Betacoronavirus 1,7095,Mexico,Homo sapiens,oronasopharynx,2011-02-09,polyprotein [Human coronavirus OC43]
AOI28265,2016-09-07T00:00:00Z,Human coronavirus 229E,6763,Saudi Arabia,Camelus dromedarius,,2014,ORF1ab [Camel alphacoronavirus Camel229E]
AOI28258,2016-09-07T00:00:00Z,Human coronavirus 229E,6763,Saudi Arabia,Camelus dromedarius,oronasopharynx,2014,ORF1ab [Camel alphacoronavirus Camel229E]
AOI28289,2016-09-07T00:00:00Z,Human coronavirus 229E,6763,Saudi Arabia,Camelus dromedarius,,2014,ORF1ab [Camel alphacoronavirus Camel229E]
AOI28273,2016-09-07T00:00:00Z,Human coronavirus 229E,6763,Saudi Arabia,Camelus dromedarius,,2014,ORF1ab [Camel alphacoronavirus Camel229E]
AOI28281,2016-09-07T00:00:00Z,Human coronavirus 229E,6763,Saudi Arabia,Camelus dromedarius,,2014,ORF1ab [Camel alphacoronavirus Camel229E]
AOG74782,2016-09-04T00:00:00Z,Human coronavirus 229E,6763,Germany,Homo sapiens,,2015,ORF1AB [Human coronavirus 229E]
AOG74788,2016-09-04T00:00:00Z,Human coronavirus 229E,6764,Kenya,Camelus dromedarius,,2015,ORF1ab [Camel alphacoronavirus Camel229E]
AOG30821,2016-09-03T00:00:00Z,Rousettus bat coronavirus GCCDC1,6973,China,Rousettus leschenaultii,feces,2014-05-28,ORF1ab protein [Rousettus bat coronavirus]
AOC38020,2016-08-20T00:00:00Z,Porcine epidemic diarrhea virus,6779,China,Sus scrofa,,2013-11-14,polyprotein [Porcine epidemic diarrhea virus]
AMQ48991,2016-08-12T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,blood,2014-11-04,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AMQ49002,2016-08-12T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,blood,2014-11-04,ORF1ab [Middle East respiratory syndrome-related coronavirus]
ANY58999,2016-08-09T00:00:00Z,Avian coronavirus,6608,Brazil,Gallus gallus,"kidney, abdominal cavity",2013,replicase polyprotein 1ab [Avian coronavirus]
ANU06083,2016-07-25T00:00:00Z,Human coronavirus NL63,6729,USA,Homo sapiens,oronasopharynx,2015-09-01,polyprotein 1AB [Human coronavirus NL63]
AKP80616,2016-07-09T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Iowa,Sus scrofa,,2013-05-29,polyprotein 1ab [Porcine epidemic diarrhea virus]
AKP80609,2016-07-09T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Iowa,Sus scrofa,,2013-05-16,polyprotein 1ab [Porcine epidemic diarrhea virus]
AKP80630,2016-07-09T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Missouri,Sus scrofa,,2014-01-20,polyprotein 1ab [Porcine epidemic diarrhea virus]
AKP80623,2016-07-09T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Illinois,Sus scrofa,,2013-12-31,polyprotein 1ab [Porcine epidemic diarrhea virus]
AMQ49046,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-08-24,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AMQ49057,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-08-27,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AMQ49068,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-08-24,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AMQ49035,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-08-24,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AMQ49024,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-08-24,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AMQ49013,2016-06-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-07-12,ORF1ab [Middle East respiratory syndrome-related coronavirus]
ANI85763,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Minnesota,Sus scrofa,feces,2015-01-09,polyprotein [Porcine epidemic diarrhea virus]
ANI85757,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: North Dakota,Sus scrofa,feces,2015-11-06,polyprotein [Porcine epidemic diarrhea virus]
ANI85751,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Iowa,Sus scrofa,,2015-10-21,polyprotein [Porcine epidemic diarrhea virus]
ANI85817,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Minnesota,Sus scrofa,,2015-10-20,polyprotein [Porcine epidemic diarrhea virus]
ANI85823,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Minnesota,Sus scrofa,feces,2015-10-19,polyprotein [Porcine epidemic diarrhea virus]
ANI85745,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Oklahoma,Sus scrofa,feces,2015-11-06,polyprotein [Porcine epidemic diarrhea virus]
ANI85769,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Minnesota,Sus scrofa,"saliva, oronasopharynx",2015-10-22,polyprotein [Porcine epidemic diarrhea virus]
ANI85733,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Texas,Sus scrofa,feces,2015-10-22,polyprotein [Porcine epidemic diarrhea virus]
ANI85775,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Minnesota,Sus scrofa,feces,2015-11-12,polyprotein [Porcine epidemic diarrhea virus]
ANI85787,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Missouri,Sus scrofa,,2015-10-26,polyprotein [Porcine epidemic diarrhea virus]
ANI85739,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Kansas,Sus scrofa,feces,2015-10-21,polyprotein [Porcine epidemic diarrhea virus]
ANI85781,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Minnesota,Sus scrofa,feces,2015-10-06,polyprotein [Porcine epidemic diarrhea virus]
ANI85799,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Texas,Sus scrofa,feces,2015-11-05,polyprotein [Porcine epidemic diarrhea virus]
ANI85793,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Texas,Sus scrofa,feces,2015-10-22,polyprotein [Porcine epidemic diarrhea virus]
ANI85811,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Minnesota,Sus scrofa,,2015-11-04,polyprotein [Porcine epidemic diarrhea virus]
ANI87709,2016-06-11T00:00:00Z,Avian coronavirus,6630,China,Gallus gallus,,2011,polyprotein 1ab [Infectious bronchitis virus]
ANI85845,2016-06-11T00:00:00Z,Coronavirus HKU15,6267,USA: Nebraska,Sus scrofa,feces,2015-12-21,polyprotein [Porcine deltacoronavirus]
ANI85824,2016-06-11T00:00:00Z,Coronavirus HKU15,6267,USA: Iowa,Sus scrofa,feces,2015-10-15,polyprotein [Porcine deltacoronavirus]
ANI85831,2016-06-11T00:00:00Z,Coronavirus HKU15,6267,USA: Minnesota,Sus scrofa,feces,2015-12-18,polyprotein [Porcine deltacoronavirus]
ANI85838,2016-06-11T00:00:00Z,Coronavirus HKU15,6267,USA: Nebraska,Sus scrofa,feces,2015-11-27,polyprotein [Porcine deltacoronavirus]
ANI85805,2016-06-11T00:00:00Z,Porcine epidemic diarrhea virus,6781,USA: Nebraska,Sus scrofa,feces,2015-12-04,polyprotein [Porcine epidemic diarrhea virus]
ANJ04725,2016-06-09T00:00:00Z,Betacoronavirus 1,7094,Bangladesh,Bubalus bubalis,,2014-10-01,replicase polyprotein [Betacoronavirus 1]
ANJ04714,2016-06-09T00:00:00Z,Betacoronavirus 1,7094,Bangladesh,Bubalus bubalis,,2014-10-01,replicase polyprotein [Betacoronavirus 1]
ANI21147,2016-06-07T00:00:00Z,Avian coronavirus,6611,China,Gallus gallus,,2014-09,ORF1ab [Infectious bronchitis virus]
AKG92638,2016-06-02T00:00:00Z,Ferret coronavirus,6622,Netherlands,Mustela putorius,,2010,ORF1ab [Ferret coronavirus]
AND76937,2016-05-16T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,feces,2014-10-20,polyprotein [Porcine epidemic diarrhea virus]
ANC68212,2016-05-10T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2014-05-08,ORF1 [Porcine epidemic diarrhea virus]
ANC28643,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-11,polyprotein orf1ab [Middle East respiratory syndrome-related coronavirus]
ANC28698,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-26,polyprotein orf1ab [Middle East respiratory syndrome-related coronavirus]
ANC28676,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-17,polyprotein orf1ab [Middle East respiratory syndrome-related coronavirus]
ANC28654,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-04,polyprotein orf1ab [Middle East respiratory syndrome-related coronavirus]
ANC28665,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,lung,2015-06-17,polyprotein orf1ab [Middle East respiratory syndrome-related coronavirus]
ANC28687,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,lung,2015-06-22,polyprotein orf1ab [Middle East respiratory syndrome-related coronavirus]
ANC28709,2016-05-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,lung,2015-07-03,polyprotein orf1ab [Middle East respiratory syndrome-related coronavirus]
ANA78449,2016-05-01T00:00:00Z,Coronavirus HKU15,6267,China,,abdominal cavity,2015-04-15,Replicase polyprotein [Porcine deltacoronavirus]
ANA78456,2016-05-01T00:00:00Z,Coronavirus HKU15,6267,China,,abdominal cavity,2015-07-18,Replicase polyprotein [Porcine deltacoronavirus]
ANA78463,2016-05-01T00:00:00Z,Coronavirus HKU15,6267,China,,abdominal cavity,2015-12-30,Replicase polyprotein [Porcine deltacoronavirus]
ANA78442,2016-05-01T00:00:00Z,Coronavirus HKU15,6267,China,Sus scrofa,abdominal cavity,2015-02-16,Replicase polyprotein [Porcine deltacoronavirus]
AMR59400,2016-03-29T00:00:00Z,Porcine epidemic diarrhea virus,6781,China,Sus scrofa,,2015-05-01,polyprotein [Porcine epidemic diarrhea virus]
AMN91620,2016-03-09T00:00:00Z,Coronavirus HKU15,6262,Thailand,Sus scrofa,abdominal cavity,2015-06-10,replicase polyprotein [Porcine deltacoronavirus]
AMN88692,2016-03-09T00:00:00Z,Human coronavirus HKU1,7171,China,Homo sapiens,oronasopharynx,2009-04-23,orf1ab polyprotein [Human coronavirus HKU1]
AMN88684,2016-03-09T00:00:00Z,Human coronavirus HKU1,7171,China,Homo sapiens,oronasopharynx,2009-04-23,orf1ab polyprotein [Human coronavirus HKU1]
AMN91669,2016-03-09T00:00:00Z,Coronavirus HKU15,6262,Thailand,Sus scrofa,lymph,2015-06-30,replicase polyprotein [Porcine deltacoronavirus]
AML60268,2016-03-01T00:00:00Z,Middle East respiratory syndrome-related coronavirus,7078,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-08,ORF1ab [Middle East respiratory syndrome-related coronavirus]
AML40803,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Indiana,Sus scrofa,,2014-05-13,polyprotein [Porcine deltacoronavirus]
AML40603,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Arkansas,Sus scrofa,,2015-03-24,polyprotein [Porcine deltacoronavirus]
AML40838,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Illinois,Sus scrofa,,2014-02-23,polyprotein [Porcine deltacoronavirus]
AML40894,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Minnesota,Sus scrofa,,2014-03-14,polyprotein [Porcine deltacoronavirus]
AML40901,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Iowa,Sus scrofa,,2014-06-05,polyprotein [Porcine deltacoronavirus]
AML40796,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Michigan,Sus scrofa,,2014-04-02,polyprotein [Porcine deltacoronavirus]
AML40845,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Illinois,Sus scrofa,,2014-02-23,polyprotein [Porcine deltacoronavirus]
AML40782,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Minnesota,Sus scrofa,,2014-03-14,polyprotein [Porcine deltacoronavirus]
AML40810,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Illinois,Sus scrofa,,2014-04-21,polyprotein [Porcine deltacoronavirus]
AML40775,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Minnesota,Sus scrofa,,2014-03-06,polyprotein [Porcine deltacoronavirus]
AML40852,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: North Carolina,Sus scrofa,,2014-05-06,polyprotein [Porcine deltacoronavirus]
AML40873,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Nebraska,Sus scrofa,,2014-02-05,polyprotein [Porcine deltacoronavirus]
AML40859,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Minnesota,Sus scrofa,,2014-02-11,polyprotein [Porcine deltacoronavirus]
AML40824,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Minnesota,Sus scrofa,,2014-05-21,polyprotein [Porcine deltacoronavirus]
AML40866,2016-02-29T00:00:00Z,Coronavirus HKU15,6267,USA: Nebraska,Sus scrofa,,2014-02-05,polyprotein [Porcine deltacoronavirus]
